name,mass,year,reclat,reclong,GeoLocation
Dhofar 1571,154,2006,18.45333,54.16667,"(18.453330, 54.166670)"
Dhofar 287,154,2001,18.40333,54.14667,"(18.403330, 54.146670)"
Dhofar 620,154,2001,19.16667,54.65688,"(19.166670, 54.656880)"
Eagles Nest,154,1960,,,
El Médano 026,154,2010,-24.85,-70.53333,"(-24.850000, -70.533330)"
Elephant Moraine 90020,154,1990,-76.2693,156.41368,"(-76.269300, 156.413680)"
Jiddat al Harasis 732,154,,19.69611,56.22694,"(19.696110, 56.226940)"
Northwest Africa 4713,154,2006,0,0,"(0.000000, 0.000000)"
Northwest Africa 4831,154,2006,,,
Northwest Africa 7619,154,2011,0,0,"(0.000000, 0.000000)"
Sahara 97121,154,1997,,,
Sayh al Uhaymir 100,154,2000,20.82752,57.30552,"(20.827520, 57.305520)"
Sayh al Uhaymir 538,154,2011,21.10707,57.04363,"(21.107070, 57.043630)"
Dhofar 985,153.9,2004,19.22478,54.92317,"(19.224780, 54.923170)"
Larkman Nunatak 04341,153.9,2004,,,
Northwest Africa 5414,153.9,2002,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 90248,153.9,1990,-84.59325,162.24953,"(-84.593250, 162.249530)"
Asuka 880776,153.78,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881931,153.62,1988,-72,26,"(-72.000000, 26.000000)"
Northwest Africa 1928,153.6,2003,,,
Northwest Africa 6918,153.6,2010,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 91366,153.6,1991,-85.69913,-68.96201,"(-85.699130, -68.962010)"
Northwest Africa 7179,153.57,2011,0,0,"(0.000000, 0.000000)"
Allan Hills 88008,153.5,1988,-76.69325,159.34809,"(-76.693250, 159.348090)"
Queen Alexandra Range 97043,153.5,1997,-84,168,"(-84.000000, 168.000000)"
Meteorite Hills 96513,153.4,1996,-79.68333,159.75,"(-79.683330, 159.750000)"
Jiddat al Harasis 403,153.278,2002,19.97568,56.41903,"(19.975680, 56.419030)"
Meteorite Hills 00474,153.26,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Grosvenor Mountains 95604,153.2,1995,-85.66667,175,"(-85.666670, 175.000000)"
Miller Range 07145,153.2,2007,0,0,"(0.000000, 0.000000)"
Reckling Peak A80256,153.2,1980,-76.21805,158.81183,"(-76.218050, 158.811830)"
Dominion Range 08036,153.1,2008,0,0,"(0.000000, 0.000000)"
Jiddat al Harasis 713,153.1,2011,19.84552,56.73,"(19.845520, 56.730000)"
Northwest Africa 6338,153.1,2002,0,0,"(0.000000, 0.000000)"
Yamato 790738,153.04,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Acfer 175,153,1990,27.48333,3.85,"(27.483330, 3.850000)"
Allan Hills A81029,153,1981,-76.68972,159.2775,"(-76.689720, 159.277500)"
Dar al Gani 085,153,1995,27.04617,16.37217,"(27.046170, 16.372170)"
Dar al Gani 483,153,1997,27.46533,16.01517,"(27.465330, 16.015170)"
Dhofar 1681,153,2011,19.2701,54.49733,"(19.270100, 54.497330)"
Northwest Africa 1237,153,2000,,,
Northwest Africa 2623,153,2003,,,
Northwest Africa 6172,153,2009,0,0,"(0.000000, 0.000000)"
Elephant Moraine 90486,152.9,1990,-76.26905,156.44067,"(-76.269050, 156.440670)"
Allan Hills A80132,152.8,1980,-76.76111,159.34417,"(-76.761110, 159.344170)"
Cumulus Hills 04024,152.6,2004,,,
Meteorite Hills 00529,152.6,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Sayh al Uhaymir 300,152.6,2000,21.006556,57.334417,"(21.006556, 57.334417)"
Elephant Moraine 87821,152.5,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Northwest Africa 2195,152.5,,,,
Asuka 881997,152.48,1988,-72,26,"(-72.000000, 26.000000)"
Miller Range 090622,152.4,2009,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 90244,152.4,1990,-84.59304,162.25892,"(-84.593040, 162.258920)"
Asuka 881209,152.34,1988,-72,26,"(-72.000000, 26.000000)"
Elephant Moraine 84304,152.2,1984,-76.31444,157.18528,"(-76.314440, 157.185280)"
Lewis Cliff 85318,152.2,1985,-84.28333,161.08333,"(-84.283330, 161.083330)"
Sandford Cliffs 03499,152.2,2002,,,
Grove Mountains 022044,152.14,2003,-72.77861,75.31528,"(-72.778610, 75.315280)"
Meteorite Hills 00503,152.12,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Allan Hills 88009,152,1988,-76.69227,159.32884,"(-76.692270, 159.328840)"
Allan Hills A81094,152,1981,-76.71496,158.78541,"(-76.714960, 158.785410)"
Black Rock 001,152,2003,40.86717,-119.18352,"(40.867170, -119.183520)"
Dar al Gani 643,152,1998,26.98,16.405,"(26.980000, 16.405000)"
Dhofar 089,152,1999,19.22367,54.811,"(19.223670, 54.811000)"
Dhofar 766,152,2000,18.2776,54.32358,"(18.277600, 54.323580)"
Hammadah al Hamra 322,152,2001,29.08933,12.427,"(29.089330, 12.427000)"
Miller Range 05049,152,2005,,,
Northwest Africa 1904,152,2002,,,
Northwest Africa 2618,152,2004,,,
Northwest Africa 2936,152,2005,,,
Northwest Africa 4463,152,2005,,,
Northwest Africa 4800,152,2007,,,
Sahara 97208,152,1997,,,
Sahara 98505,152,1998,,,
Thiel Mountains 07005,152,2007,-85.16583,-94.79183,"(-85.165830, -94.791830)"
Thiel Mountains 82406,152,1982,-85.16548,-94.62367,"(-85.165480, -94.623670)"
Asuka 87234,151.9,1987,-72,26,"(-72.000000, 26.000000)"
Mount Cranfield 03540,151.9,2003,,,
Roberts Massif 04152,151.9,2004,,,
Meteorite Hills 01013,151.8,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Allan Hills A78153,151.7,1978,-76.71667,159.66667,"(-76.716670, 159.666670)"
Elephant Moraine 83377,151.7,1983,-76.2875,157.21167,"(-76.287500, 157.211670)"
Meteorite Hills 00430,151.7,2000,-79.68333,159.75,"(-79.683330, 159.750000)"
Northwest Africa 3101,151.7,2003,,,
Northwest Africa 4720,151.7,2005,,,
Allan Hills A81099,151.6,1981,-76.73169,158.80715,"(-76.731690, 158.807150)"
Meteorite Hills 01035,151.6,2001,-79.68333,159.75,"(-79.683330, 159.750000)"
Asuka 882084,151.56,1988,-72,26,"(-72.000000, 26.000000)"
MacAlpine Hills 88132,151.5,1988,-84.21667,160.5,"(-84.216670, 160.500000)"
Yamato 790117,151.37,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 980353,151.27,1998,,,
Miller Range 090617,151.2,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 7450,151.17,2012,0,0,"(0.000000, 0.000000)"
Dhofar 793,151.13,2001,19.04183,54.55647,"(19.041830, 54.556470)"
Larkman Nunatak 06328,151.1,2006,0,0,"(0.000000, 0.000000)"
Tanezrouft 056,151.1,2002,25.48333,0.15,"(25.483330, 0.150000)"
Yamato 980817,151.07,1998,,,
Dar al Gani 163,151,1996,27.02683,16.5085,"(27.026830, 16.508500)"
Dar al Gani 263,151,1997,27.1885,16.31483,"(27.188500, 16.314830)"
Daraj 131,151,1986,29.30444,11.90722,"(29.304440, 11.907220)"
Dhofar 382,151,2001,19.10633,54.81733,"(19.106330, 54.817330)"
El Médano 004,151,2010,-24.85,-70.53333,"(-24.850000, -70.533330)"
LaPaz Icefield 04451,151,2004,,,
Northwest Africa 4413,151,2006,,,
San Juan 020,151,2008,-25.4415,-69.876167,"(-25.441500, -69.876167)"
San Juan 028,151,2008,-25.441167,-69.871167,"(-25.441167, -69.871167)"
Shişr 137,150.9,2007,18.25432,53.99733,"(18.254320, 53.997330)"
Yamato 74662,150.9,1974,-71.80583,36.18611,"(-71.805830, 36.186110)"
Asuka 87326,150.84,1987,-72,26,"(-72.000000, 26.000000)"
Elephant Moraine 90458,150.8,1990,-76.29054,156.44976,"(-76.290540, 156.449760)"
Yamato 792862,150.76,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Allan Hills 84167,150.7,1984,-76.69004,159.35472,"(-76.690040, 159.354720)"
LaPaz Icefield 03650,150.7,2003,,,
Miller Range 99314,150.7,1999,-83.25,157,"(-83.250000, 157.000000)"
Queen Alexandra Range 90249,150.7,1990,-84.60108,162.20923,"(-84.601080, 162.209230)"
Queen Alexandra Range 90250,150.7,1990,-84.59642,162.37287,"(-84.596420, 162.372870)"
Hughes 034,150.6,1993,-30.28333,129.53333,"(-30.283330, 129.533330)"
Elephant Moraine 90076,150.5,1990,-76.27776,156.4753,"(-76.277760, 156.475300)"
Grosvenor Mountains 03040,150.4,2003,,,
Larkman Nunatak 06811,150.4,2006,0,0,"(0.000000, 0.000000)"
Queen Alexandra Range 97753,150.4,1997,-84,168,"(-84.000000, 168.000000)"
Allan Hills 84099,150.3,1984,-76.87679,156.99721,"(-76.876790, 156.997210)"
Allan Hills A81112,150.3,1981,-76.68121,159.26531,"(-76.681210, 159.265310)"
Wisconsin Range 91619,150.3,1991,-86.15351,-124.29386,"(-86.153510, -124.293860)"
Frontier Mountain 01172,150.2,2001,-72.97222,160.33833,"(-72.972220, 160.338330)"
Elephant Moraine 90238,150.1,1990,-76.26667,156.53813,"(-76.266670, 156.538130)"
Jiddat al Harasis 266,150.1,2005,19.97362,56.41967,"(19.973620, 56.419670)"
Wisconsin Range 91628,150.1,1991,-86.51027,-122.9522,"(-86.510270, -122.952200)"
Al Huqf 066,150.057,2007,19.51053,57.1292,"(19.510530, 57.129200)"
Malaga,150,1933,32.21667,-104,"(32.216670, -104.000000)"
Molteno,150,1953,-31.25,26.46667,"(-31.250000, 26.466670)"
Seldebourak,150,1947,22.83333,4.98333,"(22.833330, 4.983330)"
Dar al Gani 420,150,1998,27.86433,15.87333,"(27.864330, 15.873330)"
Dar al Gani 616,150,1998,27.16267,16.296,"(27.162670, 16.296000)"
Deakin 009,150,1991,-30.73333,128.91667,"(-30.733330, 128.916670)"
Dhofar 011,150,1999,18.345,54.19833,"(18.345000, 54.198330)"
Elephant Moraine 90502,150,1990,-76.26782,156.53713,"(-76.267820, 156.537130)"
Hammadah al Hamra 114,150,1995,28.59367,13.4645,"(28.593670, 13.464500)"
Hueco Tanks (b),150,1985,31.91667,-106.15,"(31.916670, -106.150000)"
Jiddat al Harasis 019,150,2000,19.56167,55.18833,"(19.561670, 55.188330)"
Kalahari 001,150,,,,
Lewis Cliff 87055,150,1987,-84.38052,162.03964,"(-84.380520, 162.039640)"
Miller Range 090930,150,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 1176,150,2002,,,
Northwest Africa 178,150,2000,,,
Northwest Africa 1962,150,2003,,,
Northwest Africa 2288,150,2003,,,
Northwest Africa 3072,150,2002,,,
Northwest Africa 507,150,2000,,,
Northwest Africa 5252,150,2005,,,
Northwest Africa 5325,150,2005,0,0,"(0.000000, 0.000000)"
Northwest Africa 5487,150,2008,,,
Northwest Africa 6098,150,2004,0,0,"(0.000000, 0.000000)"
Northwest Africa 6681,150,2010,0,0,"(0.000000, 0.000000)"
Northwest Africa 7221,150,2011,0,0,"(0.000000, 0.000000)"
Northwest Africa 730,150,1998,30.33333,-5.75,"(30.333330, -5.750000)"
Northwest Africa 7744,150,2012,0,0,"(0.000000, 0.000000)"
Oldfield River,150,1972,-33,121,"(-33.000000, 121.000000)"
Qaşr Tarcine,150,2010,33.24333,9.86638,"(33.243330, 9.866380)"
Sleeper Camp 026,150,2005,-30.17361,126.43444,"(-30.173610, 126.434440)"
Tabarz,150,1854,50.88333,10.51667,"(50.883330, 10.516670)"
Udall Park,150,1985,32.25,-110.83333,"(32.250000, -110.833330)"
Yamato 693,150,1969,-71.5,35.66667,"(-71.500000, 35.666670)"
Ramlat as Sahmah 413,149.98,2010,20.33115,56.1962,"(20.331150, 56.196200)"
Dominion Range 08080,149.9,2008,0,0,"(0.000000, 0.000000)"
Asuka 882041,149.88,1988,-72,26,"(-72.000000, 26.000000)"
Asuka 881436,149.86,1988,-72,26,"(-72.000000, 26.000000)"
Allan Hills 84016,149.7,1984,-76.88429,158.58777,"(-76.884290, 158.587770)"
Miller Range 090761,149.6,2009,0,0,"(0.000000, 0.000000)"
Elephant Moraine 82601,149.5,1982,-76.30167,157.26528,"(-76.301670, 157.265280)"
LaPaz Icefield 03649,149.4,2003,,,
Northwest Africa 4012,149.4,2005,,,
Lewis Cliff 87224,149.3,1987,-84.36419,161.32061,"(-84.364190, 161.320610)"
Wisconsin Range 91625,149.2,1991,-86.53035,-123.09365,"(-86.530350, -123.093650)"
MacAlpine Hills 02922,149.16,2002,,,
Asuka 880636,149.15,1988,-72,26,"(-72.000000, 26.000000)"
Yamato 980305,149.08,1998,,,
Yamato 790534,149.05,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Cook 004,149,1991,-30.70167,130.45611,"(-30.701670, 130.456110)"
Dar al Gani 1023,149,1999,27.02583,16.38783,"(27.025830, 16.387830)"
Dar al Gani 860,149,1999,26.87267,16.70367,"(26.872670, 16.703670)"
Dhofar 1059,149,2000,18.85235,54.6488,"(18.852350, 54.648800)"
Northwest Africa 2495,149,2004,,,
Northwest Africa 2946,149,2005,,,
Northwest Africa 6200,149,2009,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 82511,149,1982,-85.65889,-68.59149,"(-85.658890, -68.591490)"
Sahara 97037,149,1997,,,
Sayh al Uhaymir 229,149,2002,20.50772,57.15127,"(20.507720, 57.151270)"
Sayh al Uhaymir 494,149,2008,20.19867,56.80917,"(20.198670, 56.809170)"
Allan Hills 85046,148.9,1985,-76.90369,156.87059,"(-76.903690, 156.870590)"
Yamato 790386,148.86,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Dominion Range 08469,148.8,2008,0,0,"(0.000000, 0.000000)"
Meteorite Hills 00537,148.75,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Yamato 82061,148.74,1982,-71.5,35.66667,"(-71.500000, 35.666670)"
LaPaz Icefield 04435,148.7,2004,,,
Yamato 792516,148.64,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Elephant Moraine 83342,148.6,1983,-76.18333,157.16667,"(-76.183330, 157.166670)"
Queen Alexandra Range 93055,148.6,1993,-84.62176,162.02273,"(-84.621760, 162.022730)"
Asuka 881884,148.58,1988,-72,26,"(-72.000000, 26.000000)"
Northwest Africa 2806,148.4,2005,,,
Jiddat al Harasis 686,148.3,2011,19.50785,55.51785,"(19.507850, 55.517850)"
Meteorite Hills 00513,148.29,2000,-79.68333,155.75,"(-79.683330, 155.750000)"
Lewis Cliff 97201,148.2,1997,-84.26667,161.5,"(-84.266670, 161.500000)"
Asuka 87155,148.19,1987,-72,26,"(-72.000000, 26.000000)"
Grosvenor Mountains 95595,148.1,1995,-85.66667,175,"(-85.666670, 175.000000)"
MacAlpine Hills 02832,148.1,2002,-84.21667,160.5,"(-84.216670, 160.500000)"
Patuxent Range 91514,148.1,1991,-84.96585,-67.52201,"(-84.965850, -67.522010)"
Acfer 396,148,2001,27.512,3.89783,"(27.512000, 3.897830)"
Dar al Gani 791,148,2000,27.27767,16.23717,"(27.277670, 16.237170)"
Dar al Gani 856,148,1998,27.057,16.09583,"(27.057000, 16.095830)"
Dhofar 026,148,2000,18.22667,54.11167,"(18.226670, 54.111670)"
Dhofar 042,148,1999,19.102,54.81867,"(19.102000, 54.818670)"
El Atchane 017,148,1997,29.53333,4.31667,"(29.533330, 4.316670)"
Gerona,148,1899,41.96667,2.81667,"(41.966670, 2.816670)"
Graves Nunataks 06139,148,2006,,,
Jiddat Arkad 003,148,,18.96889,56.42611,"(18.968890, 56.426110)"
Las Colonas,148,1994,22.58333,-101.98333,"(22.583330, -101.983330)"
Northwest Africa 1493,148,2002,,,
Northwest Africa 1706,148,2002,,,
Northwest Africa 1891,148,2002,,,
Northwest Africa 2055,148,,,,
Northwest Africa 224,148,2000,,,
Northwest Africa 2709,148,2005,,,
Northwest Africa 2908,148,2003,,,
Northwest Africa 6347,148,2010,0,0,"(0.000000, 0.000000)"
Northwest Africa 7629,148,2007,0,0,"(0.000000, 0.000000)"
Sayh al Uhaymir 021,148,1999,21.05233,57.28567,"(21.052330, 57.285670)"
Tanezrouft 039,148,1992,25.46611,0.07944,"(25.466110, 0.079440)"
United Arab Emirates 025,148,2009,22.89308,55.17444,"(22.893080, 55.174440)"
Yamato 791597,147.99,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Yamato 981302,147.96,1998,0,0,"(0.000000, 0.000000)"
Elephant Moraine 87577,147.9,1987,-76.26584,156.49606,"(-76.265840, 156.496060)"
Grove Mountains 021713,147.89,2003,-72.79,75.29583,"(-72.790000, 75.295830)"
Dominion Range 03200,147.8,2002,,,
Jiddat al Harasis 509,147.8,2008,19.63783,55.56237,"(19.637830, 55.562370)"
LaPaz Icefield 03623,147.8,2003,,,
Northwest Africa 3068,147.8,2002,,,
Northwest Africa 4422,147.72,2006,32.26667,-3.46667,"(32.266670, -3.466670)"
Elephant Moraine 99408,147.7,1999,-76.18333,157.16667,"(-76.183330, 157.166670)"
Northwest Africa 4092,147.6,,,,
Yamato 82191,147.52,1982,-71.5,35.66667,"(-71.500000, 35.666670)"
MacAlpine Hills 88159,147.5,1988,-84.21667,160.5,"(-84.216670, 160.500000)"
Thiel Mountains 99008,147.5,2000,-85.16103,-94.59745,"(-85.161030, -94.597450)"
Allan Hills 84044,147.4,1984,-77.04295,157.07145,"(-77.042950, 157.071450)"
Bouse,147.4,2004,33.96667,-114.06667,"(33.966670, -114.066670)"
Dominion Range 08436,147.3,2008,0,0,"(0.000000, 0.000000)"
Elephant Moraine 96273,147.2,1996,-76.18333,157.16667,"(-76.183330, 157.166670)"
Miller Range 090580,147.2,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 3060,147.2,2002,,,
Yamato 791007,147.15,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Miller Range 07710,147.1,2007,0,0,"(0.000000, 0.000000)"
Pecora Escarpment 02074,147.03,2002,-85.63333,-68.7,"(-85.633330, -68.700000)"
Dar al Gani 014,147,1995,27.10917,16.46617,"(27.109170, 16.466170)"
Dar al Gani 212,147,1996,27.6315,16.03333,"(27.631500, 16.033330)"
Dar al Gani 335,147,1997,27.2035,16.3115,"(27.203500, 16.311500)"
Dhofar 040,147,1999,19.11833,54.82783,"(19.118330, 54.827830)"
Dhofar 367,147,2000,19.05773,54.82513,"(19.057730, 54.825130)"
Dhofar 623,147,2001,19.18553,54.65797,"(19.185530, 54.657970)"
Dhofar 647,147,2001,19.18155,54.68738,"(19.181550, 54.687380)"
Dhofar 694,147,2001,19.42977,54.80397,"(19.429770, 54.803970)"
Dhofar 843,147,2001,19.17667,54.67833,"(19.176670, 54.678330)"
El Médano 162,147,2011,-24.85,-70.53333,"(-24.850000, -70.533330)"
El Médano 175,147,2011,-24.85,-70.53333,"(-24.850000, -70.533330)"
Hammadah al Hamra 196,147,1996,28.911,12.55483,"(28.911000, 12.554830)"
Naviska,147,2004,32.5,-111.28,"(32.500000, -111.280000)"
Northwest Africa 2280,147,2003,,,
Northwest Africa 2815,147,2003,,,
Northwest Africa 3255,147,2006,0,0,"(0.000000, 0.000000)"
Northwest Africa 3213,147,2005,,,
Northwest Africa 5311,147,2007,,,
Northwest Africa 5819,147,,0,0,"(0.000000, 0.000000)"
Northwest Africa 5960,147,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 6447,147,2010,0,0,"(0.000000, 0.000000)"
Northwest Africa 7314,147,2012,0,0,"(0.000000, 0.000000)"
Northwest Africa 7620,147,2011,0,0,"(0.000000, 0.000000)"
Yamato 791478,146.95,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Elephant Moraine 83273,146.6,1983,-76.30694,157.19083,"(-76.306940, 157.190830)"
Lewis Cliff 86371,146.6,1986,-84.27386,161.68873,"(-84.273860, 161.688730)"
Miller Range 07118,146.6,2007,0,0,"(0.000000, 0.000000)"
Yamato 74106,146.6,1974,-71.81333,36.47778,"(-71.813330, 36.477780)"
Dhofar 791,146.52,2001,19.06943,54.52135,"(19.069430, 54.521350)"
Northwest Africa 6581,146.5,2008,0,0,"(0.000000, 0.000000)"
Sayh al Uhaymir 093,146.5,2000,21.09917,57.09117,"(21.099170, 57.091170)"
Yamato 981278,146.41,1998,0,0,"(0.000000, 0.000000)"
Northwest Africa 4065,146.4,,,,
Northwest Africa 7597,146.4,2003,0,0,"(0.000000, 0.000000)"
Grove Mountains 051638,146.39,2006,-72.77889,75.31694,"(-72.778890, 75.316940)"
Sayh al Uhaymir 533,146.35,2010,20.26653,56.51653,"(20.266530, 56.516530)"
Grosvenor Mountains 03073,146.3,2003,,,
Asuka 881213,146.28,1988,-72,26,"(-72.000000, 26.000000)"
Grosvenor Mountains 95570,146.2,1995,-85.66667,175,"(-85.666670, 175.000000)"
Great Sand Sea 038,146.04,2007,26.82583,27.14233,"(26.825830, 27.142330)"
Avilez,146,1855,25,-103.5,"(25.000000, -103.500000)"
Acfer 040,146,1989,27.46667,3.78333,"(27.466670, 3.783330)"
Acfer 252,146,1991,27.51111,3.88444,"(27.511110, 3.884440)"
Arabian Peninsula 005,146,2005,,,
Dar al Gani 712,146,1999,26.93333,16.41667,"(26.933330, 16.416670)"
Dhofar 186,146,2000,18.88306,54.46583,"(18.883060, 54.465830)"
Dhofar 630,146,2001,19.1079,54.81267,"(19.107900, 54.812670)"
Dhofar 849,146,2001,18.18167,54.09667,"(18.181670, 54.096670)"
Miller Range 03389,146,2003,,,
Northwest Africa 1233,146,2000,,,
Northwest Africa 1963,146,2003,,,
Northwest Africa 2139,146,2003,,,
Northwest Africa 2209,146,2005,,,
Northwest Africa 6132,146,2008,0,0,"(0.000000, 0.000000)"
Northwest Africa 6508,146,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 7107,146,2010,0,0,"(0.000000, 0.000000)"
Northwest Africa 989,146,2001,,,
Ramlat as Sahmah 009,146,2004,20.04683,56.4835,"(20.046830, 56.483500)"
Sahara 97047,146,1997,,,
Tanezrouft 030,146,1991,25.14361,0.39639,"(25.143610, 0.396390)"
Yamato 983277,146,1998,0,0,"(0.000000, 0.000000)"
Cumulus Hills 04012,145.9,2003,,,
Yamato 980163,145.87,1998,,,
Allan Hills 84112,145.8,1984,-76.90657,156.81312,"(-76.906570, 156.813120)"
Buck Mountains 004,145.8,2005,34.70108,-114.18845,"(34.701080, -114.188450)"
Dominion Range 08041,145.8,2008,0,0,"(0.000000, 0.000000)"
Northwest Africa 2337,145.8,2004,0,0,"(0.000000, 0.000000)"
Northwest Africa 7329,145.77,2012,0,0,"(0.000000, 0.000000)"
Sandford Cliffs 03476,145.6,2003,,,
Graves Nunataks 98053,145.5,1998,-86.71667,-141.5,"(-86.716670, -141.500000)"
Larkman Nunatak 06567,145.5,2006,0,0,"(0.000000, 0.000000)"
MacKay Glacier 05216,145.5,2005,,,
Allan Hills 84137,145.4,1984,-76.72618,158.71187,"(-76.726180, 158.711870)"
Graves Nunataks 98183,145.4,1998,-86.71667,-141.5,"(-86.716670, -141.500000)"
Northwest Africa 2010,145.4,2003,,,
Sleeper Camp 009,145.3,1992,-30.16283,126.40833,"(-30.162830, 126.408330)"
LaPaz Icefield 03626,145.2,2003,,,
Miller Range 03378,145.1,2003,,,
Miller Range 090780,145.1,2009,0,0,"(0.000000, 0.000000)"
Acfer 003,145,1989,27.81667,4.03333,"(27.816670, 4.033330)"
Allan Hills 85045,145,1985,-76.85985,156.43234,"(-76.859850, 156.432340)"
Arabian Peninsula 001,145,2006,,,
Dar al Gani 141,145,1996,27.19117,16.27767,"(27.191170, 16.277670)"
Dar al Gani 153,145,1996,27.18667,16.12283,"(27.186670, 16.122830)"
Dar al Gani 283,145,1997,27.4715,16.296,"(27.471500, 16.296000)"
Dar al Gani 317,145,1997,27.01333,16.1875,"(27.013330, 16.187500)"
Dhofar 473,145,2001,19.17597,54.76417,"(19.175970, 54.764170)"
Dhofar 516,145,2000,18.875,54.46667,"(18.875000, 54.466670)"
Dhofar 856,145,2001,18.395,54.27,"(18.395000, 54.270000)"
MacKay Glacier 05219,145,2005,,,
Northwest Africa 2141,145,2003,,,
Northwest Africa 2794,145,2005,,,
Northwest Africa 2883,145,2004,,,
Northwest Africa 3264,145,2006,0,0,"(0.000000, 0.000000)"
Northwest Africa 4234,145,2003,,,
Northwest Africa 4444,145,2005,,,
Northwest Africa 5790,145,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 6191,145,2009,0,0,"(0.000000, 0.000000)"
Northwest Africa 6236,145,2005,30.9715,-4.94983,"(30.971500, -4.949830)"
Northwest Africa 6566,145,2010,0,0,"(0.000000, 0.000000)"
Northwest Africa 7648,145,2012,0,0,"(0.000000, 0.000000)"
Northwest Africa 777,145,2000,,,
Queen Alexandra Range 93050,145,1993,-84.57208,162.1394,"(-84.572080, 162.139400)"
Queen Alexandra Range 99317,145,1999,-84,168,"(-84.000000, 168.000000)"
Sahara 97188,145,1997,,,
San Juan 013,145,2008,-25.443833,-69.870333,"(-25.443833, -69.870333)"
Superior Valley 002,145,2000,35.22358,-117.1136,"(35.223580, -117.113600)"
Yamato 791144,144.92,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Elephant Moraine 87660,144.9,1987,-76.27588,156.45743,"(-76.275880, 156.457430)"
Northwest Africa 2343,144.9,2004,,,
Roberts Massif 04282,144.9,2004,,,
Asuka 881993,144.89,1988,-72,26,"(-72.000000, 26.000000)"
LaPaz Icefield 02260,144.88,2002,-86.36667,-70,"(-86.366670, -70.000000)"
Dhofar 1012,144.87,2002,18.55492,54.0293,"(18.554920, 54.029300)"
Oshkosh,144.8,1961,44.07694,-88.56278,"(44.076940, -88.562780)"
LaPaz Icefield 03625,144.7,2003,,,
LaPaz Icefield 04443,144.7,2004,,,
Asuka 881066,144.68,1988,-72,26,"(-72.000000, 26.000000)"
Elephant Moraine 87615,144.5,1987,-76.18333,157.16667,"(-76.183330, 157.166670)"
Jiddat al Harasis 380,144.5,2003,19.3034,55.70585,"(19.303400, 55.705850)"
Yamato 983029,144.5,1998,0,0,"(0.000000, 0.000000)"
Umm as Samim 023,144.38,2010,21.1427,55.53912,"(21.142700, 55.539120)"
Asuka 881908,144.37,1988,-72,26,"(-72.000000, 26.000000)"
Grove Mountains 051867,144.35,2006,-72.77722,75.32972,"(-72.777220, 75.329720)"
Yamato 792791,144.21,1979,-71.5,35.66667,"(-71.500000, 35.666670)"
Derrick Peak A78003,144.2,1978,-80.06667,156.38333,"(-80.066670, 156.383330)"
Allan Hills A77241,144.1,1977,-76.71667,159.66667,"(-76.716670, 159.666670)"
Reid,144.1,1969,-30.06667,128.98333,"(-30.066670, 128.983330)"
Dar al Gani 091,144,1995,27.22017,16.03317,"(27.220170, 16.033170)"
Dar al Gani 424,144,1998,27.479,16.03917,"(27.479000, 16.039170)"
Dar al Gani 731,144,1999,27.31667,16.26667,"(27.316670, 16.266670)"
Dar al Gani 904,144,2000,27.13683,16.1455,"(27.136830, 16.145500)"
Dhofar 1640,144,2004,18.92283,54.57283,"(18.922830, 54.572830)"
Dhofar 230,144,2001,18.99833,54.585,"(18.998330, 54.585000)"
Dhofar 921,144,2003,18.625,54.43,"(18.625000, 54.430000)"
Mar'inka,144,1976,47.9,37.5,"(47.900000, 37.500000)"
Northwest Africa 112,144,2000,,,
Northwest Africa 2083,144,2003,,,
Northwest Africa 2138,144,2003,,,
Northwest Africa 2300,144,2003,,,
Northwest Africa 2823,144,2005,,,
Northwest Africa 2839,144,2004,,,
Northwest Africa 6166,144,2005,0,0,"(0.000000, 0.000000)"
Sahara 99162,144,1999,,,
Buckley Island 10939,143.9,2010,0,0,"(0.000000, 0.000000)"
Dominion Range 03199,143.9,2002,,,
Northwest Africa 1602,143.8,2001,,,
